"n=20, p_v=0.53, q_v=0.13"
0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.04,0.08,0.13,0.17,0.18,0.16,0.12,0.07,0.03,0.01,0.0,0.0,0.0
