"n=27, p_v=0.53, q_v=0.13"
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.05,0.08,0.11,0.14,0.15,0.14,0.12,0.08,0.05,0.02,0.01,0.0,0.0,0.0,0.0,0.0
