"n=27, p_v=0.81, q_v=0.92"
-0.0,0.06,1.63,3.98,-59.47,69.61,-160.95,-525.94,-1464.65,172.95,1194.23,-2893.32,7210.18,-4250.55,-124.36,-1567.33,-1579.97,323.64,103.27,-27.01,-15.57,-0.1,-0.72,-0.06,0.01,0.05,0.28,0.66
