"n=20, p_v=0.81, q_v=0.92"
-0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,-0.01,0.02,0.01,-0.01,-0.01,0.0,0.0,0.0,0.0,0.0,0.03,0.23,0.74
